商品ID,日付,販売個数
51,2018-07,483
51,2018-08,425
51,2018-09,408
51,2018-10,700
51,2018-11,565
51,2018-12,871
51,2019-01,469
51,2019-02,761
51,2019-03,488
51,2019-04,607
51,2019-05,500
51,2019-06,524
51,2019-07,559
51,2019-08,498
51,2019-09,508
51,2019-10,532
52,2010-01,537
52,2010-02,448
52,2010-03,454
52,2010-04,402
52,2010-05,373
52,2010-06,483
52,2010-07,590
52,2010-08,464
52,2010-09,607
52,2010-10,542
52,2010-11,474
52,2010-12,1095
52,2011-01,450
52,2011-02,638
52,2011-03,651
52,2011-04,664
52,2011-05,559
52,2011-06,584
52,2011-07,618
52,2011-08,677
52,2011-09,691
52,2011-10,1349
52,2011-11,706
52,2011-12,1456
52,2012-01,467
52,2012-02,1391
52,2012-03,754
52,2012-04,640
52,2012-05,578
52,2012-06,653
52,2012-07,922
52,2012-08,525
52,2012-09,544
52,2012-10,1045
52,2012-11,1149
52,2012-12,432
52,2013-01,868
52,2013-02,459
52,2013-03,567
52,2013-04,839
52,2013-05,497
52,2013-06,528
52,2013-07,1016
52,2013-08,841
52,2013-09,518
52,2013-10,571
52,2013-11,1002
52,2013-12,1160
52,2014-01,533
52,2014-02,602
52,2014-03,588
52,2014-04,584
52,2014-05,575
52,2014-06,573
52,2014-07,640
52,2014-08,556
52,2014-09,1212
52,2014-10,655
52,2014-11,1061
52,2014-12,1098
52,2015-01,627
52,2015-02,636
52,2015-03,657
52,2015-04,585
52,2015-05,585
52,2015-06,630
52,2015-07,675
52,2015-08,978
52,2015-09,633
52,2015-10,666
52,2015-11,1065
52,2015-12,1099
52,2016-01,543
52,2016-02,1155
52,2016-03,1072
52,2016-04,559
52,2016-05,474
52,2016-06,596
52,2016-07,571
52,2016-08,483
52,2016-09,593
52,2016-10,602
52,2016-11,553
52,2016-12,987
52,2017-01,976
52,2017-02,682
52,2017-03,601
52,2017-04,1244
52,2017-05,1073
52,2017-06,1211
52,2017-07,1107
52,2017-08,1230
52,2017-09,711
52,2017-10,1332
52,2017-11,1208
52,2017-12,1450
52,2018-01,632
52,2018-02,642
52,2018-03,1233
52,2018-04,1141
52,2018-05,652
52,2018-06,652
52,2018-07,648
52,2018-08,1149
52,2018-09,602
52,2018-10,742
52,2018-11,636
52,2018-12,1681
52,2019-01,655
52,2019-02,638
52,2019-03,781
52,2019-04,753
52,2019-05,756
52,2019-06,720
52,2019-07,657
52,2019-08,589
52,2019-09,597
52,2019-10,1310
53,2010-01,48
53,2010-02,24
53,2010-03,30
53,2010-04,36
53,2010-05,58
53,2010-06,39
53,2010-07,43
53,2010-08,43
53,2010-09,52
53,2010-10,45
53,2010-11,41
53,2010-12,75
53,2011-01,37
53,2011-02,35
53,2011-03,39
53,2011-04,64
53,2011-05,41
53,2011-06,45
53,2011-07,46
53,2011-08,50
53,2011-09,47
53,2011-10,35
53,2011-11,39
53,2011-12,79
53,2012-01,33
53,2012-02,28
53,2012-03,30
53,2012-04,30
53,2012-05,29
53,2012-06,47
53,2012-07,33
53,2012-08,23
53,2012-09,27
53,2012-10,27
53,2012-11,27
53,2012-12,45
53,2013-01,30
53,2013-02,24
53,2013-03,22
53,2013-04,18
53,2013-05,19
53,2013-06,21
53,2013-07,41
53,2013-08,16
53,2013-09,23
53,2013-10,13
53,2013-11,15
53,2013-12,31
53,2014-01,17
53,2014-02,13
53,2014-03,14
53,2014-04,251
53,2014-05,205
53,2014-06,351
53,2014-07,286
53,2014-08,256
53,2014-09,320
53,2014-10,282
53,2014-11,424
53,2014-12,419
53,2015-01,151
53,2015-02,144
53,2015-03,360
53,2015-04,226
53,2015-05,185
53,2015-06,219
53,2015-07,266
53,2015-08,417
53,2015-09,350
53,2015-10,388
53,2015-11,449
53,2015-12,555
53,2016-01,266
53,2016-02,209
53,2016-03,508
53,2016-04,332
53,2016-05,270
53,2016-06,287
53,2016-07,366
53,2016-08,367
53,2016-09,442
53,2016-10,623
53,2016-11,384
53,2016-12,251
53,2017-01,315
53,2017-02,212
53,2017-03,253
53,2017-04,533
53,2017-05,259
53,2017-06,264
53,2017-07,514
53,2017-08,390
53,2017-09,313
53,2017-10,258
53,2017-11,433
53,2017-12,657
53,2018-01,360
53,2018-02,236
53,2018-03,318
53,2018-04,312
53,2018-05,401
53,2018-06,303
53,2018-07,354
53,2018-08,361
53,2018-09,377
53,2018-10,321
53,2018-11,276
53,2018-12,645
53,2019-01,293
53,2019-02,301
53,2019-03,505
53,2019-04,526
53,2019-05,257
53,2019-06,427
53,2019-07,291
53,2019-08,250
53,2019-09,279
53,2019-10,240
54,2010-01,205
54,2010-02,233
54,2010-03,269
54,2010-04,205
54,2010-05,228
54,2010-06,282
54,2010-07,374
54,2010-08,221
54,2010-09,264
54,2010-10,217
54,2010-11,250
54,2010-12,592
54,2011-01,239
54,2011-02,298
54,2011-03,370
54,2011-04,516
54,2011-05,266
54,2011-06,335
54,2011-07,306
54,2011-08,624
54,2011-09,450
54,2011-10,350
54,2011-11,350
54,2011-12,804
54,2012-01,416
54,2012-02,290
54,2012-03,356
54,2012-04,543
54,2012-05,278
54,2012-06,307
54,2012-07,503
54,2012-08,525
54,2012-09,624
54,2012-10,283
54,2012-11,491
54,2012-12,560
54,2013-01,201
54,2013-02,283
54,2013-03,287
54,2013-04,282
54,2013-05,301
54,2013-06,584
54,2013-07,297
54,2013-08,282
54,2013-09,335
54,2013-10,283
54,2013-11,235
54,2013-12,417
54,2014-01,245
54,2014-02,246
54,2014-03,253
54,2014-04,260
54,2014-05,269
54,2014-06,249
54,2014-07,243
54,2014-08,237
54,2014-09,252
54,2014-10,241
54,2014-11,489
54,2014-12,463
54,2015-01,473
54,2015-02,251
54,2015-03,504
54,2015-04,531
54,2015-05,268
54,2015-06,464
54,2015-07,258
54,2015-08,258
54,2015-09,282
54,2015-10,264
54,2015-11,265
54,2015-12,501
54,2016-01,241
54,2016-02,277
54,2016-03,314
54,2016-04,241
54,2016-05,435
54,2016-06,570
54,2016-07,247
54,2016-08,487
54,2016-09,447
54,2016-10,270
54,2016-11,236
54,2016-12,447
54,2017-01,225
54,2017-02,287
54,2017-03,298
54,2017-04,244
54,2017-05,449
54,2017-06,249
54,2017-07,242
54,2017-08,429
54,2017-09,267
54,2017-10,242
54,2017-11,523
54,2017-12,473
54,2018-01,191
54,2018-02,353
54,2018-03,288
54,2018-04,247
54,2018-05,485
54,2018-06,612
54,2018-07,273
54,2018-08,258
54,2018-09,271
54,2018-10,525
54,2018-11,293
54,2018-12,560
54,2019-01,207
54,2019-02,384
54,2019-03,254
54,2019-04,441
54,2019-05,258
54,2019-06,267
54,2019-07,224
54,2019-08,231
54,2019-09,212
54,2019-10,245
55,2010-01,704
55,2010-02,664
55,2010-03,697
55,2010-04,506
55,2010-05,363
55,2010-06,896
55,2010-07,432
55,2010-08,457
55,2010-09,520
55,2010-10,955
55,2010-11,492
55,2010-12,1193
55,2011-01,977
55,2011-02,897
55,2011-03,1021
55,2011-04,734
55,2011-05,358
55,2011-06,472
55,2011-07,1446
55,2011-08,1114
55,2011-09,1392
55,2011-10,841
55,2011-11,233
55,2011-12,634
55,2012-01,104
55,2012-02,151
55,2012-03,142
55,2012-04,152
55,2012-05,260
55,2012-06,409
55,2012-07,953
55,2012-08,425
55,2012-09,1134
55,2012-10,460
55,2012-11,385
55,2012-12,957
55,2013-01,614
55,2013-02,585
55,2013-03,1090
55,2013-04,965
55,2013-05,2176
55,2013-06,756
55,2013-07,733
55,2013-08,988
55,2013-09,977
55,2013-10,365
55,2013-11,834
55,2013-12,909
55,2014-01,514
55,2014-02,1468
55,2014-03,944
55,2014-04,487
55,2014-05,366
55,2014-06,658
55,2014-07,1424
55,2014-08,466
55,2014-09,725
55,2014-10,601
55,2014-11,846
55,2014-12,1231
55,2015-01,400
55,2015-02,1079
55,2015-03,1494
55,2015-04,717
55,2015-05,557
55,2015-06,669
55,2015-07,464
55,2015-08,722
55,2015-09,1439
55,2015-10,566
55,2015-11,493
55,2015-12,1280
55,2016-01,950
55,2016-02,918
55,2016-03,1252
55,2016-04,521
55,2016-05,389
55,2016-06,594
55,2016-07,680
55,2016-08,592
55,2016-09,1005
55,2016-10,694
55,2016-11,1298
55,2016-12,2054
55,2017-01,705
55,2017-02,1097
55,2017-03,1010
55,2017-04,318
55,2017-05,378
55,2017-06,541
55,2017-07,431
55,2017-08,888
55,2017-09,724
55,2017-10,330
55,2017-11,505
55,2017-12,1255
55,2018-01,685
55,2018-02,1610
55,2018-03,489
55,2018-04,708
55,2018-05,479
55,2018-06,818
55,2018-07,1564
55,2018-08,1529
55,2018-09,1450
55,2018-10,642
55,2018-11,742
55,2018-12,2000
55,2019-01,415
55,2019-02,606
55,2019-03,1081
55,2019-04,524
55,2019-05,1374
55,2019-06,542
55,2019-07,467
55,2019-08,564
55,2019-09,1154
55,2019-10,526
56,2010-01,2467
56,2010-02,2067
56,2010-03,4560
56,2010-04,2436
56,2010-05,2526
56,2010-06,3259
56,2010-07,3144
56,2010-08,2762
56,2010-09,3230
56,2010-10,3306
56,2010-11,3634
56,2010-12,8251
56,2011-01,5879
56,2011-02,3435
56,2011-03,8595
56,2011-04,3648
56,2011-05,3959
56,2011-06,4251
56,2011-07,4386
56,2011-08,7680
56,2011-09,4470
56,2011-10,9227
56,2011-11,4785
56,2011-12,10773
56,2012-01,4144
56,2012-02,9974
56,2012-03,10671
56,2012-04,10472
56,2012-05,10308
56,2012-06,4720
56,2012-07,4585
56,2012-08,3850
56,2012-09,3844
56,2012-10,3637
56,2012-11,6155
56,2012-12,6166
56,2013-01,2263
56,2013-02,2537
56,2013-03,2624
56,2013-04,2972
56,2013-05,3421
56,2013-06,3594
56,2013-07,4044
56,2013-08,7595
56,2013-09,3639
56,2013-10,9054
56,2013-11,4028
56,2013-12,3638
56,2014-01,3755
56,2014-02,7676
56,2014-03,6864
56,2014-04,3786
56,2014-05,9048
56,2014-06,4086
56,2014-07,4508
56,2014-08,7905
56,2014-09,4651
56,2014-10,4014
56,2014-11,9668
56,2014-12,10783
56,2015-01,7530
56,2015-02,4505
56,2015-03,6218
56,2015-04,4292
56,2015-05,4513
56,2015-06,10763
56,2015-07,5247
56,2015-08,4032
56,2015-09,4879
56,2015-10,4955
56,2015-11,4694
56,2015-12,8355
56,2016-01,2949
56,2016-02,5181
56,2016-03,3281
56,2016-04,7551
56,2016-05,6684
56,2016-06,4134
56,2016-07,4310
56,2016-08,6399
56,2016-09,4314
56,2016-10,5971
56,2016-11,4010
56,2016-12,8346
56,2017-01,3277
56,2017-02,6173
56,2017-03,3107
56,2017-04,6096
56,2017-05,2757
56,2017-06,3360
56,2017-07,2742
56,2017-08,4826
56,2017-09,2167
56,2017-10,2472
56,2017-11,4818
56,2017-12,3647
56,2018-01,1555
56,2018-02,1476
56,2018-03,1694
56,2018-04,3777
56,2018-05,2644
56,2018-06,2410
56,2018-07,2634
56,2018-08,2772
56,2018-09,2832
56,2018-10,2476
56,2018-11,2817
56,2018-12,4733
56,2019-01,3146
56,2019-02,1627
56,2019-03,1637
56,2019-04,1382
56,2019-05,1552
56,2019-06,1609
56,2019-07,1404
56,2019-08,1107
56,2019-09,1818
56,2019-10,986
57,2010-01,954
57,2010-02,1080
57,2010-03,1660
57,2010-04,1069
57,2010-05,1414
57,2010-06,1844
57,2010-07,879
57,2010-08,1769
57,2010-09,1554
57,2010-10,1348
57,2010-11,1131
57,2010-12,2339
57,2011-01,987
57,2011-02,1804
57,2011-03,2506
57,2011-04,940
57,2011-05,1048
57,2011-06,1381
57,2011-07,1269
57,2011-08,1370
57,2011-09,2250
57,2011-10,1307
57,2011-11,1413
57,2011-12,2631
57,2012-01,1032
57,2012-02,1239
57,2012-03,3186
57,2012-04,1140
57,2012-05,1136
57,2012-06,1604
57,2012-07,2146
57,2012-08,2501
57,2012-09,1936
57,2012-10,1223
57,2012-11,1237
57,2012-12,2605
57,2013-01,756
57,2013-02,1738
57,2013-03,3251
57,2013-04,1608
57,2013-05,3175
57,2013-06,1970
57,2013-07,1690
57,2013-08,1658
57,2013-09,1923
57,2013-10,1870
57,2013-11,1001
57,2013-12,2209
57,2014-01,2168
57,2014-02,1218
57,2014-03,1245
57,2014-04,1190
57,2014-05,1228
57,2014-06,2203
57,2014-07,1221
57,2014-08,1248
57,2014-09,2003
57,2014-10,1268
57,2014-11,1227
57,2014-12,2183
57,2015-01,1699
57,2015-02,1078
57,2015-03,1575
57,2015-04,1037
57,2015-05,1167
57,2015-06,1261
57,2015-07,1088
57,2015-08,1196
57,2015-09,1279
57,2015-10,1937
57,2015-11,1741
57,2015-12,1872
57,2016-01,1083
57,2016-02,1498
57,2016-03,2573
57,2016-04,1534
57,2016-05,907
57,2016-06,1833
57,2016-07,1080
57,2016-08,1098
57,2016-09,1331
57,2016-10,1284
57,2016-11,1286
57,2016-12,1101
57,2017-01,1014
57,2017-02,1139
57,2017-03,1552
57,2017-04,987
57,2017-05,1183
57,2017-06,1158
57,2017-07,1532
57,2017-08,946
57,2017-09,1299
57,2017-10,918
57,2017-11,1194
57,2017-12,1524
57,2018-01,1586
57,2018-02,1717
57,2018-03,1330
57,2018-04,962
57,2018-05,1516
57,2018-06,1277
57,2018-07,1074
57,2018-08,1014
57,2018-09,1294
57,2018-10,1036
57,2018-11,1170
57,2018-12,2310
57,2019-01,1457
57,2019-02,990
57,2019-03,1155
57,2019-04,1009
57,2019-05,1093
57,2019-06,1230
57,2019-07,1055
57,2019-08,1193
57,2019-09,1105
57,2019-10,1375
58,2010-01,288
58,2010-02,160
58,2010-03,155
58,2010-04,171
58,2010-05,172
58,2010-06,205
58,2010-07,240
58,2010-08,396
58,2010-09,260
58,2010-10,306
58,2010-11,315
58,2010-12,793
58,2011-01,331
58,2011-02,347
58,2011-03,388
58,2011-04,647
58,2011-05,355
58,2011-06,412
58,2011-07,835
58,2011-08,363
58,2011-09,349
58,2011-10,318
58,2011-11,620
58,2011-12,564
58,2012-01,358
58,2012-02,372
58,2012-03,382
58,2012-04,399
58,2012-05,576
58,2012-06,420
58,2012-07,398
58,2012-08,398
58,2012-09,379
58,2012-10,360
58,2012-11,377
58,2012-12,633
58,2013-01,352
58,2013-02,351
58,2013-03,356
58,2013-04,398
58,2013-05,379
58,2013-06,378
58,2013-07,375
58,2013-08,362
58,2013-09,358
58,2013-10,392
58,2013-11,374
58,2013-12,528
58,2014-01,303
58,2014-02,608
58,2014-03,322
58,2014-04,559
58,2014-05,331
58,2014-06,654
58,2014-07,352
58,2014-08,339
58,2014-09,618
58,2014-10,360
58,2014-11,270
58,2014-12,513
58,2015-01,283
58,2015-02,335
58,2015-03,664
58,2015-04,375
58,2015-05,327
58,2015-06,358
58,2015-07,424
58,2015-08,688
58,2015-09,339
58,2015-10,392
58,2015-11,326
58,2015-12,702
58,2016-01,610
58,2016-02,288
58,2016-03,315
58,2016-04,320
58,2016-05,568
58,2016-06,525
58,2016-07,319
58,2016-08,289
58,2016-09,301
58,2016-10,702
58,2016-11,288
58,2016-12,568
58,2017-01,462
58,2017-02,281
58,2017-03,298
58,2017-04,484
58,2017-05,264
58,2017-06,204
58,2017-07,181
58,2017-08,199
58,2017-09,218
58,2017-10,421
58,2017-11,206
58,2017-12,705
58,2018-01,309
58,2018-02,532
58,2018-03,346
58,2018-04,341
58,2018-05,906
58,2018-06,1178
58,2018-07,457
58,2018-08,445
58,2018-09,519
58,2018-10,503
58,2018-11,798
58,2018-12,1093
58,2019-01,393
58,2019-02,847
58,2019-03,407
58,2019-04,368
58,2019-05,253
58,2019-06,525
58,2019-07,265
58,2019-08,384
58,2019-09,230
58,2019-10,260
59,2010-01,635
59,2010-02,427
59,2010-03,632
59,2010-04,2051
59,2010-05,2212
59,2010-06,2883
59,2010-07,2887
59,2010-08,2278
59,2010-09,2570
59,2010-10,16434
59,2010-11,2487
59,2010-12,5409
59,2011-01,2686
59,2011-02,2472
59,2011-03,2226
59,2011-04,2961
59,2011-05,3142
59,2011-06,5533
59,2011-07,3488
59,2011-08,3147
59,2011-09,3291
59,2011-10,6127
59,2011-11,6825
59,2011-12,7110
59,2012-01,7037
59,2012-02,3167
59,2012-03,6817
59,2012-04,2372
59,2012-05,4819
59,2012-06,4836
59,2012-07,4162
59,2012-08,2489
59,2012-09,1707
59,2012-10,4623
59,2012-11,1754
59,2012-12,3886
59,2013-01,1976
59,2013-02,1800
59,2013-03,3026
59,2013-04,2034
59,2013-05,1958
59,2013-06,2790
59,2013-07,3872
59,2013-08,4510
59,2013-09,2637
59,2013-10,3234
59,2013-11,3193
59,2013-12,3915
59,2014-01,1037
59,2014-02,1027
59,2014-03,1192
59,2014-04,3094
59,2014-05,1294
59,2014-06,2150
59,2014-07,1209
59,2014-08,1023
59,2014-09,1165
59,2014-10,1434
59,2014-11,1445
59,2014-12,3499
59,2015-01,1297
59,2015-02,1081
59,2015-03,976
59,2015-04,1213
59,2015-05,630
59,2015-06,696
59,2015-07,1948
59,2015-08,815
59,2015-09,821
59,2015-10,1416
59,2015-11,788
59,2015-12,1033
59,2016-01,1199
59,2016-02,1191
59,2016-03,1382
59,2016-04,1024
59,2016-05,859
59,2016-06,699
59,2016-07,829
59,2016-08,692
59,2016-09,639
59,2016-10,760
59,2016-11,1481
59,2016-12,1659
59,2017-01,1350
59,2017-02,1207
59,2017-03,971
59,2017-04,663
59,2017-05,916
59,2017-06,424
59,2017-07,550
59,2017-08,988
59,2017-09,498
59,2017-10,471
59,2017-11,1075
59,2017-12,739
59,2018-01,1002
59,2018-02,561
59,2018-03,1230
59,2018-04,420
59,2018-05,698
59,2018-06,463
59,2018-07,467
59,2018-08,766
59,2018-09,568
59,2018-10,462
59,2018-11,473
59,2018-12,1179
59,2019-01,381
59,2019-02,525
59,2019-03,660
59,2019-04,459
59,2019-05,251
59,2019-06,309
59,2019-07,338
59,2019-08,700
59,2019-09,385
59,2019-10,362
60,2010-01,414
60,2010-02,557
60,2010-03,458
60,2010-04,630
60,2010-05,697
60,2010-06,1467
60,2010-07,959
60,2010-08,947
60,2010-09,1730
60,2010-10,1033
60,2010-11,980
60,2010-12,1969
60,2011-01,886
60,2011-02,907
60,2011-03,1051
60,2011-04,1054
60,2011-05,1736
60,2011-06,1140
60,2011-07,1145
60,2011-08,1965
60,2011-09,1865
60,2011-10,1695
60,2011-11,973
60,2011-12,2145
60,2012-01,1093
60,2012-02,2360
60,2012-03,1176
60,2012-04,1177
60,2012-05,1153
60,2012-06,2437
60,2012-07,2196
60,2012-08,1256
60,2012-09,1176
60,2012-10,1103
60,2012-11,1015
60,2012-12,1701
60,2013-01,911
60,2013-02,1057
60,2013-03,1015
60,2013-04,952
60,2013-05,1138
60,2013-06,1079
60,2013-07,1129
60,2013-08,1171
60,2013-09,2077
60,2013-10,1206
60,2013-11,1162
60,2013-12,1598
60,2014-01,1012
60,2014-02,937
60,2014-03,941
60,2014-04,950
60,2014-05,1651
60,2014-06,1057
60,2014-07,1139
60,2014-08,1208
60,2014-09,2057
60,2014-10,997
60,2014-11,982
60,2014-12,883
60,2015-01,2218
60,2015-02,1092
60,2015-03,1099
60,2015-04,1085
60,2015-05,2023
60,2015-06,1129
60,2015-07,1140
60,2015-08,1078
60,2015-09,1162
60,2015-10,1036
60,2015-11,1020
60,2015-12,1860
60,2016-01,1787
60,2016-02,981
60,2016-03,1030
60,2016-04,1078
60,2016-05,1019
60,2016-06,1075
60,2016-07,1165
60,2016-08,1147
60,2016-09,1153
60,2016-10,1164
60,2016-11,2290
60,2016-12,935
60,2017-01,437
60,2017-02,473
60,2017-03,491
60,2017-04,419
60,2017-05,686
60,2017-06,467
60,2017-07,496
60,2017-08,527
60,2017-09,558
60,2017-10,604
60,2017-11,568
60,2017-12,1200
60,2018-01,499
60,2018-02,522
60,2018-03,517
60,2018-04,475
60,2018-05,940
60,2018-06,1047
60,2018-07,539
60,2018-08,567
60,2018-09,551
60,2018-10,528
60,2018-11,516
60,2018-12,1208
60,2019-01,474
60,2019-02,443
60,2019-03,441
60,2019-04,422
60,2019-05,416
60,2019-06,436
60,2019-07,448
60,2019-08,434
60,2019-09,443
60,2019-10,420
61,2010-01,155
61,2010-02,81
61,2010-03,170
61,2010-04,139
61,2010-05,159
61,2010-06,177
61,2010-07,191
61,2010-08,190
61,2010-09,394
61,2010-10,212
61,2010-11,357
61,2010-12,512
61,2011-01,333
61,2011-02,343
61,2011-03,220
61,2011-04,218
61,2011-05,439
61,2011-06,235
61,2011-07,241
61,2011-08,233
61,2011-09,241
61,2011-10,223
61,2011-11,220
61,2011-12,460
61,2012-01,199
61,2012-02,218
61,2012-03,201
61,2012-04,493
61,2012-05,231
61,2012-06,227
61,2012-07,223
61,2012-08,209
61,2012-09,227
61,2012-10,449
61,2012-11,215
61,2012-12,346
61,2013-01,182
61,2013-02,314
61,2013-03,199
61,2013-04,201
61,2013-05,213
61,2013-06,380
61,2013-07,431
61,2013-08,207
61,2013-09,439
61,2013-10,228
61,2013-11,216
61,2013-12,205
61,2014-01,178
61,2014-02,191
61,2014-03,205
61,2014-04,208
61,2014-05,210
61,2014-06,197
61,2014-07,369
61,2014-08,201
61,2014-09,417
61,2014-10,227
61,2014-11,190
61,2014-12,422
61,2015-01,189
61,2015-02,167
61,2015-03,171
61,2015-04,183
61,2015-05,189
61,2015-06,218
61,2015-07,243
61,2015-08,233
61,2015-09,473
61,2015-10,256
61,2015-11,264
61,2015-12,439
61,2016-01,274
61,2016-02,234
61,2016-03,265
61,2016-04,430
61,2016-05,227
61,2016-06,269
61,2016-07,254
61,2016-08,250
61,2016-09,283
61,2016-10,203
61,2016-11,208
61,2016-12,453
61,2017-01,201
61,2017-02,214
61,2017-03,355
61,2017-04,228
61,2017-05,448
61,2017-06,389
61,2017-07,238
61,2017-08,495
61,2017-09,566
61,2017-10,267
61,2017-11,256
61,2017-12,575
61,2018-01,457
61,2018-02,248
61,2018-03,262
61,2018-04,246
61,2018-05,491
61,2018-06,252
61,2018-07,515
61,2018-08,251
61,2018-09,254
61,2018-10,258
61,2018-11,258
61,2018-12,501
61,2019-01,243
61,2019-02,223
61,2019-03,254
61,2019-04,433
61,2019-05,219
61,2019-06,406
61,2019-07,274
61,2019-08,251
61,2019-09,244
61,2019-10,277
62,2010-01,441
62,2010-02,885
62,2010-03,499
62,2010-04,239
62,2010-05,242
62,2010-06,340
62,2010-07,338
62,2010-08,323
62,2010-09,787
62,2010-10,443
62,2010-11,540
62,2010-12,1055
62,2011-01,528
62,2011-02,569
62,2011-03,764
62,2011-04,1068
62,2011-05,626
62,2011-06,872
62,2011-07,2036
62,2011-08,926
62,2011-09,1050
62,2011-10,2237
62,2011-11,862
62,2011-12,2079
62,2012-01,1257
62,2012-02,716
62,2012-03,973
62,2012-04,1800
62,2012-05,794
62,2012-06,1457
62,2012-07,753
62,2012-08,698
62,2012-09,812
62,2012-10,812
62,2012-11,783
62,2012-12,1801
62,2013-01,604
62,2013-02,639
62,2013-03,948
62,2013-04,557
62,2013-05,1125
62,2013-06,1569
62,2013-07,593
62,2013-08,580
62,2013-09,1468
62,2013-10,529
62,2013-11,620
62,2013-12,574
62,2014-01,498
62,2014-02,664
62,2014-03,1454
62,2014-04,551
62,2014-05,617
62,2014-06,1324
62,2014-07,1123
62,2014-08,531
62,2014-09,658
62,2014-10,651
62,2014-11,552
62,2014-12,1985
62,2015-01,1274
62,2015-02,832
62,2015-03,1531
62,2015-04,675
62,2015-05,1429
62,2015-06,684
62,2015-07,606
62,2015-08,524
62,2015-09,716
62,2015-10,714
62,2015-11,677
62,2015-12,1540
62,2016-01,1363
62,2016-02,596
62,2016-03,681
62,2016-04,583
62,2016-05,908
62,2016-06,658
62,2016-07,729
62,2016-08,749
62,2016-09,858
62,2016-10,1792
62,2016-11,766
62,2016-12,1494
62,2017-01,1369
62,2017-02,1698
62,2017-03,959
62,2017-04,631
62,2017-05,621
62,2017-06,739
62,2017-07,772
62,2017-08,1391
62,2017-09,1500
62,2017-10,764
62,2017-11,863
62,2017-12,906
62,2018-01,850
62,2018-02,848
62,2018-03,1013
62,2018-04,864
62,2018-05,713
62,2018-06,882
62,2018-07,817
62,2018-08,728
62,2018-09,874
62,2018-10,890
62,2018-11,869
62,2018-12,2467
62,2019-01,910
62,2019-02,1018
62,2019-03,1125
62,2019-04,876
62,2019-05,1112
62,2019-06,966
62,2019-07,962
62,2019-08,893
62,2019-09,924
62,2019-10,1687
63,2010-01,1361
63,2010-02,1185
63,2010-03,1313
63,2010-04,1288
63,2010-05,3745
63,2010-06,1871
63,2010-07,1894
63,2010-08,2076
63,2010-09,2325
63,2010-10,4610
63,2010-11,3723
63,2010-12,3525
63,2011-01,1516
63,2011-02,1242
63,2011-03,3334
63,2011-04,2203
63,2011-05,5058
63,2011-06,2538
63,2011-07,2539
63,2011-08,2778
63,2011-09,3033
63,2011-10,2811
63,2011-11,3312
63,2011-12,8586
63,2012-01,2879
63,2012-02,2427
63,2012-03,7756
63,2012-04,2470
63,2012-05,2808
63,2012-06,3259
63,2012-07,3325
63,2012-08,3207
63,2012-09,3112
63,2012-10,2745
63,2012-11,6196
63,2012-12,4698
63,2013-01,2020
63,2013-02,2558
63,2013-03,2425
63,2013-04,2010
63,2013-05,3911
63,2013-06,2295
63,2013-07,2141
63,2013-08,2197
63,2013-09,2988
63,2013-10,3544
63,2013-11,3681
63,2013-12,7341
63,2014-01,2809
63,2014-02,2060
63,2014-03,6314
63,2014-04,3376
63,2014-05,2149
63,2014-06,5322
63,2014-07,3035
63,2014-08,3469
63,2014-09,4376
63,2014-10,3614
63,2014-11,3704
63,2014-12,11000
63,2015-01,710
63,2015-02,628
63,2015-03,938
63,2015-04,722
63,2015-05,1965
63,2015-06,1204
63,2015-07,1118
63,2015-08,3103
63,2015-09,1768
63,2015-10,3607
63,2015-11,7335
63,2015-12,7116
63,2016-01,2981
63,2016-02,2324
63,2016-03,3050
63,2016-04,2467
63,2016-05,2676
63,2016-06,2457
63,2016-07,1860
63,2016-08,1678
63,2016-09,2614
63,2016-10,5420
63,2016-11,2778
63,2016-12,7931
63,2017-01,1787
63,2017-02,947
63,2017-03,1468
63,2017-04,1796
63,2017-05,3463
63,2017-06,1636
63,2017-07,1076
63,2017-08,1526
63,2017-09,6293
63,2017-10,2743
63,2017-11,5729
63,2017-12,6633
63,2018-01,4962
63,2018-02,1811
63,2018-03,2645
63,2018-04,1838
63,2018-05,3426
63,2018-06,3521
63,2018-07,1588
63,2018-08,1990
63,2018-09,4914
63,2018-10,3490
63,2018-11,1881
63,2018-12,3973
63,2019-01,1488
63,2019-02,1269
63,2019-03,1890
63,2019-04,1459
63,2019-05,2959
63,2019-06,2382
63,2019-07,1238
63,2019-08,1361
63,2019-09,1564
63,2019-10,2073
64,2010-01,1117
64,2010-02,1081
64,2010-03,1646
64,2010-04,1722
64,2010-05,1727
64,2010-06,4418
64,2010-07,3977
64,2010-08,4650
64,2010-09,3762
64,2010-10,1699
64,2010-11,1607
64,2010-12,3424
64,2011-01,1391
64,2011-02,1032
64,2011-03,2661
64,2011-04,2579
64,2011-05,1439
64,2011-06,1757
64,2011-07,1786
64,2011-08,1874
64,2011-09,1641
64,2011-10,1444
64,2011-11,2882
64,2011-12,3074
64,2012-01,942
64,2012-02,822
64,2012-03,1100
64,2012-04,590
64,2012-05,694
64,2012-06,2126
64,2012-07,902
64,2012-08,1735
64,2012-09,1654
64,2012-10,777
64,2012-11,634
64,2012-12,1158
64,2013-01,1097
64,2013-02,576
64,2013-03,676
64,2013-04,843
64,2013-05,477
64,2013-06,399
64,2013-07,412
64,2013-08,403
64,2013-09,435
64,2013-10,988
64,2013-11,387
64,2013-12,673
64,2014-01,596
64,2014-02,417
64,2014-03,320
64,2014-04,153
64,2014-05,362
64,2014-06,189
64,2014-07,189
